alter,beruf,familienstand,bildungsstand,default,saldo,immobilien,gehalt,kontaktart,tag,monat,dauer,kampagne,btage,vorzugehorigkeit,bausgabe,y
36,management,verheiratet,tertiaer,no,605,yes,no,unknown,26,may,204,1,-1,0,unknown,no
53,management,verheiratet,tertiaer,no,4,no,no,unknown,20,jun,19,6,-1,0,unknown,no
23,student,ledig,sekundaer,no,8494,no,no,cellular,25,aug,158,2,-1,0,unknown,no
42,entrepreneur,verheiratet,primaer,no,198,yes,no,unknown,8,may,314,1,-1,0,unknown,no
48,blue-collar,verheiratet,sekundaer,no,841,yes,no,unknown,19,may,215,1,-1,0,unknown,no
34,management,verheiratet,tertiaer,no,8,no,no,cellular,25,aug,169,4,-1,0,unknown,no
36,admin.,verheiratet,sekundaer,no,470,yes,no,cellular,31,jul,101,4,-1,0,unknown,no
43,retired,verheiratet,sekundaer,no,520,yes,no,unknown,20,may,15,13,-1,0,unknown,no
36,blue-collar,verheiratet,sekundaer,no,439,yes,no,unknown,21,may,260,5,-1,0,unknown,no
49,blue-collar,verheiratet,sekundaer,no,-454,yes,no,cellular,14,may,558,1,-1,0,unknown,yes
55,retired,verheiratet,sekundaer,no,466,no,no,unknown,17,jun,287,4,-1,0,unknown,no
53,retired,verheiratet,sekundaer,no,665,yes,no,cellular,22,apr,371,2,-1,0,unknown,yes
42,technician,verheiratet,sekundaer,no,994,yes,no,cellular,11,aug,149,1,78,5,failure,yes
45,admin.,verheiratet,sekundaer,no,5346,yes,yes,unknown,21,oct,187,1,-1,0,unknown,yes
31,blue-collar,verheiratet,sekundaer,no,1243,yes,no,unknown,21,may,32,1,-1,0,unknown,no
32,admin.,verheiratet,tertiaer,no,0,yes,no,unknown,5,may,138,1,-1,0,unknown,no
36,blue-collar,verheiratet,sekundaer,no,2357,yes,no,unknown,17,jun,228,2,-1,0,unknown,no
56,retired,verheiratet,sekundaer,no,1044,no,no,telephone,3,jul,353,2,-1,0,unknown,yes
46,admin.,verheiratet,sekundaer,no,1069,yes,no,unknown,8,may,45,2,-1,0,unknown,no
41,housemaid,ledig,sekundaer,no,231,no,no,cellular,9,jul,76,2,-1,0,unknown,no
31,admin.,verheiratet,sekundaer,no,0,yes,yes,unknown,6,may,144,2,-1,0,unknown,no
32,technician,verheiratet,sekundaer,no,266,yes,no,cellular,19,aug,168,2,-1,0,unknown,no
38,management,verheiratet,tertiaer,no,-70,yes,no,cellular,30,jan,140,1,2,3,other,no
49,retired,ledig,primaer,no,25824,no,no,unknown,17,jun,94,1,-1,0,unknown,no
46,management,ledig,primaer,no,538,no,no,unknown,17,jun,118,3,-1,0,unknown,no
29,technician,ledig,sekundaer,no,534,yes,no,cellular,18,may,382,1,-1,0,unknown,no
36,admin.,verheiratet,unknown,no,2323,no,no,cellular,19,nov,111,1,-1,0,unknown,no
38,admin.,verheiratet,sekundaer,no,1852,yes,no,cellular,15,may,298,2,-1,0,unknown,no
53,technician,verheiratet,sekundaer,no,2647,yes,no,unknown,30,may,121,1,-1,0,unknown,no
43,management,verheiratet,tertiaer,no,2767,yes,no,unknown,15,may,317,7,-1,0,unknown,no
41,management,verheiratet,tertiaer,no,176,yes,yes,unknown,5,may,42,1,-1,0,unknown,no
42,management,ledig,sekundaer,no,9720,no,no,cellular,5,aug,81,2,-1,0,unknown,no
55,blue-collar,geschieden,sekundaer,no,1613,yes,no,cellular,3,apr,296,1,270,3,failure,yes
39,admin.,geschieden,sekundaer,no,2903,yes,yes,telephone,25,jul,259,2,-1,0,unknown,no
30,admin.,ledig,sekundaer,no,81,yes,no,cellular,6,aug,121,6,112,3,other,no
41,blue-collar,verheiratet,sekundaer,no,780,yes,no,cellular,15,may,432,3,-1,0,unknown,no
44,unemployed,verheiratet,tertiaer,no,178,no,no,cellular,8,aug,126,2,-1,0,unknown,no
58,management,verheiratet,tertiaer,no,299,no,no,cellular,16,jul,120,4,-1,0,unknown,no
35,retired,verheiratet,primaer,no,285,yes,no,cellular,29,jan,136,1,-1,0,unknown,no
27,blue-collar,verheiratet,sekundaer,no,872,yes,no,cellular,17,apr,1130,3,-1,0,unknown,no
34,services,verheiratet,sekundaer,no,1337,no,no,cellular,17,dec,330,2,127,3,success,yes
25,services,verheiratet,sekundaer,no,72,yes,no,cellular,23,jul,305,2,-1,0,unknown,no
36,blue-collar,verheiratet,sekundaer,no,0,no,no,unknown,20,jun,332,3,-1,0,unknown,no
38,blue-collar,verheiratet,sekundaer,no,-388,yes,no,unknown,9,may,412,1,-1,0,unknown,no
30,admin.,verheiratet,sekundaer,no,11,yes,no,cellular,11,may,157,1,-1,0,unknown,no
47,blue-collar,geschieden,sekundaer,yes,-535,yes,no,cellular,30,jul,71,2,-1,0,unknown,no
41,services,geschieden,sekundaer,no,787,yes,no,cellular,8,may,297,2,-1,0,unknown,no
36,management,ledig,tertiaer,no,3343,no,no,cellular,18,nov,307,1,-1,0,unknown,no
63,entrepreneur,verheiratet,sekundaer,no,3904,no,no,telephone,4,aug,250,2,187,2,success,yes
23,management,ledig,tertiaer,no,736,yes,no,cellular,30,apr,119,1,-1,0,unknown,no
32,management,verheiratet,tertiaer,no,1390,no,no,cellular,7,aug,116,2,-1,0,unknown,no
57,retired,verheiratet,primaer,no,808,no,no,telephone,7,jul,274,1,-1,0,unknown,no
48,management,verheiratet,tertiaer,no,1147,no,no,cellular,5,aug,389,1,64,2,success,yes
49,services,verheiratet,sekundaer,no,1122,no,no,cellular,4,aug,143,1,-1,0,unknown,no
50,technician,verheiratet,sekundaer,no,-568,yes,yes,unknown,28,may,860,2,-1,0,unknown,no
33,blue-collar,verheiratet,primaer,no,1165,yes,no,unknown,21,may,420,2,-1,0,unknown,no
53,services,geschieden,sekundaer,no,-905,yes,no,unknown,28,may,213,1,-1,0,unknown,no
30,unemployed,verheiratet,tertiaer,no,0,yes,no,cellular,18,nov,756,1,-1,0,unknown,no
38,technician,verheiratet,sekundaer,no,740,no,no,cellular,7,aug,259,3,-1,0,unknown,no
44,management,verheiratet,sekundaer,no,8262,yes,no,cellular,23,jul,201,16,-1,0,unknown,no
39,admin.,ledig,sekundaer,no,14,yes,yes,unknown,13,may,19,9,-1,0,unknown,no
45,technician,ledig,unknown,no,7108,yes,yes,cellular,18,nov,53,1,172,3,failure,no
36,blue-collar,verheiratet,sekundaer,no,1049,yes,no,cellular,14,may,224,4,-1,0,unknown,yes
38,blue-collar,verheiratet,sekundaer,no,0,yes,no,cellular,13,may,57,5,349,1,other,no
36,housemaid,verheiratet,sekundaer,no,419,yes,no,unknown,30,may,251,1,-1,0,unknown,no
30,management,ledig,tertiaer,no,726,yes,no,cellular,16,apr,39,1,342,3,failure,no
28,technician,geschieden,tertiaer,no,594,yes,yes,unknown,18,jun,54,3,-1,0,unknown,no
26,unemployed,verheiratet,tertiaer,no,454,yes,yes,unknown,23,may,28,18,-1,0,unknown,no
54,unknown,verheiratet,sekundaer,no,2206,no,no,cellular,12,nov,104,1,99,2,other,yes
38,admin.,verheiratet,tertiaer,no,1988,no,no,cellular,27,mar,164,2,130,2,failure,yes
32,technician,ledig,tertiaer,no,0,no,no,cellular,7,aug,268,2,-1,0,unknown,no
50,admin.,geschieden,sekundaer,no,202,no,yes,cellular,17,nov,148,1,-1,0,unknown,no
43,blue-collar,verheiratet,sekundaer,no,667,yes,no,unknown,7,may,228,3,-1,0,unknown,no
48,admin.,verheiratet,sekundaer,no,112,no,no,cellular,18,aug,139,5,-1,0,unknown,no
57,housemaid,verheiratet,primaer,no,50,no,no,cellular,18,aug,89,3,-1,0,unknown,no
64,housemaid,verheiratet,primaer,no,768,no,no,cellular,15,jul,250,2,182,1,success,no
26,services,geschieden,sekundaer,no,74,yes,no,unknown,23,may,106,6,-1,0,unknown,no
33,blue-collar,verheiratet,sekundaer,no,661,yes,no,cellular,18,jul,968,1,-1,0,unknown,yes
50,self-employed,verheiratet,sekundaer,no,3025,no,yes,cellular,6,aug,168,3,-1,0,unknown,no
47,self-employed,verheiratet,tertiaer,no,751,no,no,cellular,24,jul,408,14,-1,0,unknown,no
39,management,ledig,tertiaer,no,416,no,no,cellular,23,oct,56,4,-1,0,unknown,no
52,services,verheiratet,primaer,no,14,no,yes,cellular,28,jul,55,5,-1,0,unknown,no
31,blue-collar,ledig,primaer,no,-502,yes,no,unknown,29,may,76,4,-1,0,unknown,no
50,blue-collar,verheiratet,primaer,no,0,no,no,cellular,11,aug,72,5,-1,0,unknown,no
47,technician,verheiratet,sekundaer,no,599,yes,no,cellular,13,aug,99,3,-1,0,unknown,no
30,management,ledig,tertiaer,no,-218,yes,no,cellular,27,aug,13,15,-1,0,unknown,no
32,technician,ledig,tertiaer,no,1012,no,no,cellular,14,apr,178,1,-1,0,unknown,no
36,technician,verheiratet,sekundaer,no,300,no,no,unknown,9,jun,287,1,-1,0,unknown,no
46,technician,verheiratet,tertiaer,no,217,yes,no,cellular,14,may,141,1,346,2,other,no
45,management,geschieden,tertiaer,no,2096,no,no,cellular,21,nov,127,1,100,2,failure,no
37,technician,ledig,sekundaer,no,0,no,no,cellular,4,aug,69,2,-1,0,unknown,no
58,housemaid,verheiratet,primaer,no,5278,yes,no,unknown,4,jun,763,4,-1,0,unknown,no
59,management,verheiratet,tertiaer,no,1831,no,no,cellular,17,feb,122,1,92,1,failure,no
28,management,verheiratet,tertiaer,no,1480,yes,no,cellular,18,may,143,1,-1,0,unknown,no
48,management,verheiratet,tertiaer,no,7289,yes,no,cellular,2,feb,316,3,-1,0,unknown,no
55,blue-collar,verheiratet,unknown,no,1665,no,no,telephone,30,jul,89,2,-1,0,unknown,no
37,blue-collar,ledig,primaer,no,851,yes,no,cellular,15,may,151,1,352,1,failure,no
41,management,verheiratet,tertiaer,no,2885,no,no,cellular,19,nov,40,1,-1,0,unknown,no
35,blue-collar,verheiratet,sekundaer,no,137,no,yes,unknown,4,oct,5,1,808,12,failure,no
34,blue-collar,ledig,sekundaer,no,1239,yes,no,cellular,18,jul,90,1,-1,0,unknown,no
43,management,ledig,tertiaer,no,146,no,no,cellular,21,nov,50,1,113,5,other,no
59,technician,verheiratet,sekundaer,no,1,no,no,cellular,15,apr,159,2,378,3,failure,yes
50,blue-collar,geschieden,primaer,no,-10,no,yes,cellular,10,jul,369,6,-1,0,unknown,no
37,technician,verheiratet,sekundaer,no,480,no,no,cellular,22,oct,344,2,182,8,other,yes
35,technician,verheiratet,sekundaer,no,2789,yes,no,cellular,4,sep,256,2,94,1,failure,no
50,technician,ledig,sekundaer,no,3897,no,no,cellular,26,oct,298,1,-1,0,unknown,no
36,technician,geschieden,sekundaer,no,487,no,yes,cellular,11,aug,268,3,-1,0,unknown,no
41,admin.,verheiratet,sekundaer,no,5110,yes,no,cellular,13,apr,231,1,-1,0,unknown,no
28,management,verheiratet,tertiaer,no,318,yes,no,unknown,27,may,4,4,-1,0,unknown,no
42,technician,ledig,tertiaer,no,-411,yes,no,cellular,12,may,78,5,292,3,failure,no
60,retired,verheiratet,sekundaer,no,4820,no,no,unknown,5,jun,419,1,-1,0,unknown,no
28,management,ledig,tertiaer,no,4937,yes,no,telephone,13,may,421,3,-1,0,unknown,no
48,entrepreneur,verheiratet,sekundaer,no,725,no,yes,cellular,10,jul,105,1,-1,0,unknown,no
51,entrepreneur,verheiratet,tertiaer,no,5403,no,no,unknown,6,jun,42,1,-1,0,unknown,no
32,technician,verheiratet,tertiaer,no,4089,no,no,cellular,26,may,114,7,287,3,failure,no
35,technician,verheiratet,tertiaer,no,188,no,no,cellular,26,aug,286,2,-1,0,unknown,no
37,technician,verheiratet,unknown,no,189,no,no,cellular,1,oct,238,1,107,2,success,yes
38,blue-collar,geschieden,sekundaer,no,2998,yes,no,unknown,11,jun,91,1,-1,0,unknown,no
77,retired,verheiratet,sekundaer,no,610,no,no,cellular,13,aug,766,3,-1,0,unknown,no
32,management,ledig,unknown,no,787,no,no,cellular,28,jan,92,1,-1,0,unknown,no
43,technician,geschieden,sekundaer,no,167,no,no,cellular,4,aug,211,3,-1,0,unknown,no
36,management,ledig,tertiaer,no,243,yes,no,cellular,7,may,160,2,360,3,failure,no
29,management,verheiratet,tertiaer,no,877,no,no,cellular,3,feb,166,3,-1,0,unknown,no
32,admin.,ledig,sekundaer,no,2817,yes,no,cellular,21,nov,195,1,-1,0,unknown,no
41,management,geschieden,tertiaer,no,4567,yes,yes,cellular,16,jul,106,1,-1,0,unknown,no
26,services,ledig,sekundaer,no,127,yes,yes,cellular,23,jul,85,3,-1,0,unknown,no
34,blue-collar,verheiratet,primaer,no,176,no,no,cellular,24,jul,78,1,-1,0,unknown,no
57,retired,verheiratet,tertiaer,no,0,yes,yes,unknown,28,may,648,1,-1,0,unknown,yes
36,services,ledig,sekundaer,no,1482,yes,no,cellular,18,nov,177,2,174,1,other,no
42,blue-collar,verheiratet,sekundaer,no,3052,yes,no,unknown,27,may,32,1,-1,0,unknown,no
35,technician,geschieden,sekundaer,no,56,no,no,cellular,29,aug,24,12,-1,0,unknown,no
52,entrepreneur,geschieden,primaer,no,278,yes,no,unknown,7,may,688,2,-1,0,unknown,no
36,management,ledig,tertiaer,no,3875,yes,no,unknown,27,may,21,5,-1,0,unknown,no
46,technician,verheiratet,sekundaer,no,-337,yes,no,unknown,27,may,112,1,-1,0,unknown,no
60,management,geschieden,tertiaer,no,366,no,no,cellular,3,jun,593,1,-1,0,unknown,yes
57,housemaid,verheiratet,primaer,no,501,yes,yes,cellular,7,aug,59,2,-1,0,unknown,no
48,management,verheiratet,tertiaer,no,998,yes,no,cellular,29,jan,121,3,-1,0,unknown,no
59,self-employed,verheiratet,primaer,no,0,yes,no,telephone,28,jul,97,2,-1,0,unknown,no
39,management,verheiratet,tertiaer,no,246,no,no,cellular,11,aug,86,2,-1,0,unknown,no
44,blue-collar,verheiratet,sekundaer,no,-182,yes,yes,cellular,14,may,10,10,-1,0,unknown,no
27,management,ledig,tertiaer,no,446,no,no,cellular,23,jun,205,3,-1,0,unknown,no
59,retired,verheiratet,sekundaer,no,1173,no,no,unknown,9,jun,77,2,-1,0,unknown,no
36,technician,geschieden,sekundaer,no,5957,yes,no,cellular,18,nov,138,2,-1,0,unknown,no
44,admin.,verheiratet,sekundaer,no,205,no,no,cellular,3,nov,289,1,-1,0,unknown,yes
50,admin.,verheiratet,sekundaer,no,0,no,no,cellular,4,aug,86,4,-1,0,unknown,no
41,management,geschieden,tertiaer,no,369,yes,no,telephone,22,aug,9,3,-1,0,unknown,no
47,admin.,verheiratet,sekundaer,no,1934,no,yes,cellular,14,may,225,1,364,1,failure,no
32,technician,ledig,tertiaer,no,259,no,no,cellular,22,jul,407,4,-1,0,unknown,no
38,blue-collar,verheiratet,sekundaer,no,284,yes,yes,unknown,3,jun,1030,6,-1,0,unknown,no
55,blue-collar,verheiratet,unknown,no,23,no,no,cellular,13,aug,123,2,-1,0,unknown,no
38,management,ledig,tertiaer,no,1373,no,no,cellular,22,oct,119,4,-1,0,unknown,no
31,management,ledig,tertiaer,no,62,yes,no,cellular,18,may,175,1,293,5,failure,no
38,blue-collar,geschieden,sekundaer,no,157,no,no,unknown,9,jun,299,5,-1,0,unknown,no
29,unemployed,ledig,tertiaer,no,991,no,no,cellular,5,feb,563,1,-1,0,unknown,no
55,services,verheiratet,sekundaer,no,186,yes,yes,unknown,9,may,241,1,-1,0,unknown,no
35,unemployed,verheiratet,sekundaer,no,977,yes,no,cellular,4,may,52,4,91,1,other,no
40,self-employed,ledig,tertiaer,no,2893,no,no,cellular,2,jun,76,3,-1,0,unknown,no
34,blue-collar,verheiratet,sekundaer,no,1897,yes,yes,cellular,19,nov,441,1,-1,0,unknown,no
32,technician,ledig,tertiaer,no,5514,no,no,cellular,22,apr,319,1,182,1,success,yes
33,blue-collar,verheiratet,sekundaer,no,889,yes,no,unknown,18,sep,13,1,373,6,success,no
33,management,verheiratet,tertiaer,no,273,yes,no,unknown,16,may,803,1,-1,0,unknown,yes
37,admin.,verheiratet,sekundaer,no,1193,no,no,cellular,12,may,396,2,-1,0,unknown,no
58,management,verheiratet,tertiaer,no,2729,no,no,unknown,18,jun,188,1,-1,0,unknown,no
36,admin.,ledig,sekundaer,no,0,no,no,cellular,20,apr,637,1,-1,0,unknown,no
42,blue-collar,verheiratet,sekundaer,no,230,yes,no,unknown,5,jun,175,7,-1,0,unknown,no
34,technician,ledig,sekundaer,no,2729,yes,no,cellular,6,apr,945,1,139,1,success,no
35,management,verheiratet,tertiaer,no,317,yes,no,unknown,23,may,162,3,-1,0,unknown,no
60,housemaid,verheiratet,primaer,no,517,no,no,unknown,12,jun,1178,3,-1,0,unknown,no
50,management,verheiratet,tertiaer,no,-470,yes,no,cellular,8,may,506,2,170,3,failure,no
28,self-employed,ledig,tertiaer,no,4579,no,no,cellular,12,jan,409,2,-1,0,unknown,yes
27,blue-collar,geschieden,sekundaer,no,1,yes,no,cellular,14,jul,116,3,-1,0,unknown,no
37,management,verheiratet,tertiaer,no,5106,no,no,cellular,30,apr,244,1,-1,0,unknown,yes
31,technician,verheiratet,tertiaer,no,636,yes,no,cellular,4,may,352,4,-1,0,unknown,yes
34,services,verheiratet,sekundaer,no,1076,no,no,cellular,12,may,152,1,182,6,success,yes
38,management,verheiratet,tertiaer,no,126,yes,no,unknown,21,may,164,2,-1,0,unknown,no
32,self-employed,verheiratet,sekundaer,no,-33,yes,no,unknown,28,may,234,3,-1,0,unknown,no
37,technician,verheiratet,sekundaer,no,430,no,no,cellular,27,aug,154,4,-1,0,unknown,no
33,admin.,verheiratet,sekundaer,no,-6,yes,no,unknown,7,may,566,2,-1,0,unknown,no
71,technician,verheiratet,tertiaer,no,383,no,no,cellular,27,oct,327,2,183,3,success,no
27,technician,verheiratet,sekundaer,no,130,yes,no,cellular,7,may,265,3,-1,0,unknown,no
38,blue-collar,verheiratet,primaer,no,2569,no,no,unknown,9,jun,172,1,-1,0,unknown,no
34,technician,ledig,sekundaer,no,201,no,no,cellular,22,jul,257,2,-1,0,unknown,no
54,retired,geschieden,tertiaer,no,0,no,no,unknown,13,may,618,1,-1,0,unknown,yes
30,blue-collar,verheiratet,sekundaer,no,6,yes,no,cellular,28,jan,241,3,-1,0,unknown,no
35,entrepreneur,ledig,sekundaer,no,475,no,yes,cellular,21,jul,936,4,-1,0,unknown,no
33,blue-collar,ledig,sekundaer,no,706,yes,no,cellular,7,apr,329,1,322,1,failure,no
36,management,verheiratet,sekundaer,no,1825,yes,no,cellular,14,may,24,1,346,1,failure,no
59,self-employed,verheiratet,tertiaer,no,185,no,no,cellular,22,jun,177,5,138,1,failure,no
72,blue-collar,verheiratet,primaer,no,4415,no,no,telephone,13,oct,120,1,-1,0,unknown,no
64,management,verheiratet,tertiaer,no,679,no,no,telephone,22,apr,135,3,-1,0,unknown,no
53,technician,geschieden,sekundaer,no,320,no,no,cellular,9,jul,175,1,-1,0,unknown,no
35,management,ledig,tertiaer,no,2988,yes,no,cellular,25,may,179,1,-1,0,unknown,no
58,self-employed,verheiratet,sekundaer,no,1407,yes,no,unknown,30,may,58,1,-1,0,unknown,no
40,technician,verheiratet,sekundaer,no,1270,no,no,cellular,17,apr,342,2,-1,0,unknown,no
41,services,geschieden,sekundaer,no,654,yes,no,cellular,13,may,139,2,-1,0,unknown,no
48,retired,verheiratet,primaer,no,5173,yes,no,unknown,18,jun,88,8,-1,0,unknown,no
44,entrepreneur,verheiratet,tertiaer,no,3463,yes,yes,cellular,28,aug,210,3,-1,0,unknown,no
39,blue-collar,verheiratet,unknown,no,0,no,no,cellular,2,feb,731,1,193,3,failure,no
61,management,verheiratet,tertiaer,no,6016,no,no,cellular,2,feb,670,3,-1,0,unknown,yes
36,entrepreneur,verheiratet,primaer,no,177,yes,no,unknown,12,may,63,5,-1,0,unknown,no
28,management,verheiratet,tertiaer,no,3694,no,yes,cellular,8,jul,70,2,-1,0,unknown,no
58,retired,ledig,sekundaer,no,1640,no,yes,cellular,4,feb,72,6,274,4,failure,no
60,admin.,geschieden,sekundaer,no,174,yes,no,cellular,15,may,241,1,364,1,failure,no
66,admin.,ledig,sekundaer,no,10177,no,no,cellular,5,may,272,4,-1,0,unknown,no
36,management,ledig,tertiaer,no,490,no,no,cellular,28,aug,207,8,98,1,failure,yes
49,self-employed,verheiratet,sekundaer,no,2576,yes,no,cellular,15,may,64,6,-1,0,unknown,no
40,services,verheiratet,sekundaer,no,0,no,no,unknown,12,jun,543,2,-1,0,unknown,no
23,technician,ledig,sekundaer,no,598,no,no,cellular,30,apr,166,1,-1,0,unknown,no
29,management,ledig,tertiaer,no,15459,no,no,cellular,26,may,245,3,97,7,success,no
44,blue-collar,verheiratet,primaer,no,271,yes,yes,unknown,9,may,94,1,-1,0,unknown,no
54,unknown,verheiratet,unknown,no,2508,no,no,unknown,20,jun,34,8,-1,0,unknown,no
47,blue-collar,verheiratet,primaer,no,320,no,no,telephone,30,jul,203,2,-1,0,unknown,no
33,admin.,verheiratet,tertiaer,no,640,no,no,cellular,24,jul,318,1,-1,0,unknown,no
30,self-employed,verheiratet,sekundaer,no,1772,yes,no,cellular,13,apr,158,4,-1,0,unknown,no
27,admin.,ledig,sekundaer,no,15,no,yes,cellular,21,jul,177,1,-1,0,unknown,no
49,management,geschieden,tertiaer,no,2370,yes,yes,unknown,17,nov,56,1,103,2,other,no
27,services,ledig,sekundaer,no,201,yes,no,unknown,4,jun,172,2,-1,0,unknown,no
51,blue-collar,verheiratet,sekundaer,no,160,yes,no,cellular,7,may,136,1,359,1,failure,no
32,admin.,geschieden,sekundaer,yes,5,yes,yes,cellular,18,may,82,3,363,2,other,no
30,blue-collar,ledig,sekundaer,no,75,yes,no,unknown,16,may,123,1,-1,0,unknown,no
33,admin.,verheiratet,sekundaer,no,4902,yes,no,cellular,20,nov,110,1,-1,0,unknown,no
27,blue-collar,ledig,primaer,no,-79,yes,no,unknown,30,may,385,5,-1,0,unknown,no
75,retired,geschieden,sekundaer,no,1341,no,no,cellular,18,dec,415,7,-1,0,unknown,yes
37,services,geschieden,sekundaer,no,490,yes,no,cellular,2,feb,73,1,-1,0,unknown,no
36,technician,ledig,sekundaer,no,1521,yes,no,unknown,16,jun,243,2,-1,0,unknown,no
37,blue-collar,verheiratet,sekundaer,no,131,yes,no,unknown,9,may,137,2,-1,0,unknown,no
35,management,verheiratet,tertiaer,no,8,yes,no,unknown,23,may,55,4,-1,0,unknown,no
32,services,verheiratet,sekundaer,no,-632,yes,yes,cellular,20,apr,18,5,-1,0,unknown,no
32,admin.,ledig,sekundaer,no,116,no,yes,cellular,16,jul,255,2,-1,0,unknown,no
35,admin.,verheiratet,primaer,no,189,yes,no,cellular,11,may,95,1,-1,0,unknown,no
31,blue-collar,verheiratet,primaer,no,2,yes,yes,cellular,10,jul,112,1,-1,0,unknown,no
28,blue-collar,ledig,sekundaer,no,4229,yes,yes,cellular,5,may,205,2,-1,0,unknown,no
27,services,verheiratet,sekundaer,no,54,yes,no,cellular,18,may,97,1,370,1,failure,no
22,student,ledig,unknown,no,549,no,no,cellular,2,sep,154,1,-1,0,unknown,no
35,blue-collar,verheiratet,primaer,no,298,yes,no,cellular,13,may,135,2,370,2,failure,no
69,retired,verheiratet,primaer,no,579,no,no,cellular,14,aug,230,1,-1,0,unknown,no
37,entrepreneur,ledig,tertiaer,no,1467,yes,yes,cellular,17,nov,349,1,-1,0,unknown,no
45,admin.,ledig,sekundaer,no,0,yes,no,cellular,8,may,38,1,-1,0,unknown,no
47,management,verheiratet,tertiaer,no,109,yes,no,cellular,22,jul,268,1,-1,0,unknown,no
52,management,verheiratet,tertiaer,no,-11,yes,no,cellular,11,may,94,4,-1,0,unknown,no
33,services,verheiratet,sekundaer,no,90,yes,no,cellular,28,jul,263,2,-1,0,unknown,no
60,blue-collar,verheiratet,primaer,no,493,no,no,cellular,18,aug,671,4,-1,0,unknown,yes
33,management,geschieden,sekundaer,no,1897,yes,yes,unknown,2,jun,197,1,-1,0,unknown,no
44,admin.,verheiratet,sekundaer,no,2403,yes,no,cellular,28,jan,180,2,-1,0,unknown,no
38,entrepreneur,verheiratet,sekundaer,no,868,no,no,cellular,20,nov,452,2,-1,0,unknown,no
54,entrepreneur,verheiratet,sekundaer,no,653,yes,no,unknown,15,may,352,1,-1,0,unknown,no
32,unemployed,geschieden,primaer,no,0,no,no,cellular,15,jul,175,4,-1,0,unknown,no
33,technician,verheiratet,sekundaer,no,0,yes,yes,cellular,19,nov,163,2,-1,0,unknown,no
55,services,geschieden,sekundaer,no,218,yes,no,unknown,29,may,200,2,-1,0,unknown,no
51,blue-collar,verheiratet,primaer,no,5050,no,yes,unknown,16,jun,75,7,-1,0,unknown,no
48,blue-collar,verheiratet,sekundaer,no,741,yes,no,cellular,16,apr,227,1,-1,0,unknown,no
37,services,ledig,sekundaer,no,1050,yes,no,cellular,3,feb,586,3,-1,0,unknown,no
33,services,ledig,sekundaer,no,-56,no,yes,cellular,10,jul,119,5,-1,0,unknown,no
30,blue-collar,verheiratet,primaer,no,1,yes,yes,telephone,22,jul,80,2,-1,0,unknown,no
43,blue-collar,verheiratet,primaer,no,-98,yes,yes,cellular,12,may,112,2,330,3,other,no
49,technician,verheiratet,sekundaer,no,4667,yes,no,unknown,19,may,130,2,-1,0,unknown,no
54,unemployed,verheiratet,primaer,no,541,yes,no,cellular,3,feb,237,3,-1,0,unknown,no
31,unemployed,verheiratet,tertiaer,no,7744,no,no,cellular,26,aug,377,8,-1,0,unknown,no
54,unknown,verheiratet,unknown,no,895,no,no,cellular,7,oct,335,1,-1,0,unknown,yes
36,unemployed,verheiratet,sekundaer,no,-129,yes,no,cellular,29,jul,121,3,-1,0,unknown,no
30,admin.,verheiratet,sekundaer,no,0,no,no,cellular,15,jul,127,5,-1,0,unknown,no
27,technician,ledig,sekundaer,no,158,no,no,unknown,1,jul,650,2,-1,0,unknown,yes
30,admin.,verheiratet,sekundaer,no,122,yes,no,unknown,16,may,107,1,-1,0,unknown,no
30,blue-collar,verheiratet,sekundaer,no,673,yes,no,unknown,20,may,610,2,-1,0,unknown,no
35,technician,geschieden,sekundaer,no,0,no,no,cellular,25,aug,124,4,-1,0,unknown,no
33,services,geschieden,sekundaer,no,411,yes,no,unknown,8,may,216,1,-1,0,unknown,no
43,blue-collar,geschieden,primaer,no,-97,yes,yes,cellular,31,jul,747,4,-1,0,unknown,no
41,blue-collar,verheiratet,sekundaer,no,-217,yes,no,cellular,11,may,313,1,349,3,other,no
41,management,geschieden,tertiaer,no,5037,no,no,cellular,23,apr,252,9,185,5,other,yes
46,admin.,geschieden,sekundaer,no,2232,no,no,cellular,13,feb,121,1,-1,0,unknown,yes
54,blue-collar,verheiratet,sekundaer,no,-932,yes,no,unknown,7,may,799,1,-1,0,unknown,no
32,management,verheiratet,tertiaer,no,913,yes,no,cellular,23,jun,883,1,674,4,failure,no
30,technician,ledig,tertiaer,no,236,yes,no,unknown,16,may,197,1,-1,0,unknown,no
40,entrepreneur,verheiratet,primaer,no,0,yes,no,cellular,11,jul,271,2,-1,0,unknown,no
30,blue-collar,verheiratet,primaer,no,2581,no,no,unknown,12,may,221,2,-1,0,unknown,no
27,admin.,verheiratet,sekundaer,no,639,no,yes,cellular,14,jul,243,3,-1,0,unknown,no
41,blue-collar,verheiratet,primaer,no,849,yes,no,unknown,15,may,72,1,-1,0,unknown,no
54,services,verheiratet,sekundaer,no,386,yes,no,cellular,2,aug,155,2,-1,0,unknown,no
32,management,ledig,tertiaer,no,1218,yes,no,telephone,28,jan,70,2,-1,0,unknown,no
31,management,verheiratet,tertiaer,no,2603,yes,no,cellular,11,feb,280,4,-1,0,unknown,yes
42,blue-collar,verheiratet,sekundaer,no,-921,yes,no,unknown,26,may,115,2,-1,0,unknown,no
